id,kayit_ts,tarih,hafta,pist,kosu_no,race_kod,strateji,tur,at_no,at_ad,miktar,oran_kayit,getiri,durum
379,2026-07-17 17:55,2026-07-17,2026-W29,BURSA,10,226232,S4,plase,1,İSPANOZ,15.0,4.9,0.0,kaybetti
380,2026-07-17 17:55,2026-07-17,2026-W29,BURSA,10,226232,S5,ganyan,7,FIT AS A FIDDLE,15.0,5.85,0.0,kaybetti
381,2026-07-17 18:25,2026-07-17,2026-W29,ISTANBUL,4,226225,S1,ganyan,4,VISENYA,15.0,1.25,18.0,kazandi
382,2026-07-17 18:25,2026-07-17,2026-W29,ISTANBUL,4,226225,S2,plase,4,VISENYA,15.0,1.25,15.75,kazandi
383,2026-07-17 18:25,2026-07-17,2026-W29,ISTANBUL,4,226225,S3,ganyan,4,VISENYA,15.0,1.25,18.0,kazandi
384,2026-07-17 18:25,2026-07-17,2026-W29,ISTANBUL,4,226225,S4,plase,4,VISENYA,15.0,1.25,15.75,kazandi
385,2026-07-17 18:25,2026-07-17,2026-W29,ISTANBUL,4,226225,S5,ganyan,2,LADY SEPHORA,15.0,8.65,0.0,kaybetti
386,2026-07-17 18:56,2026-07-17,2026-W29,ISTANBUL,5,226221,S1,ganyan,5,MAJESTUOSA,15.0,2.0,32.25,kazandi
387,2026-07-17 18:56,2026-07-17,2026-W29,ISTANBUL,5,226221,S2,plase,5,MAJESTUOSA,15.0,2.0,15.0,iptal
388,2026-07-17 18:56,2026-07-17,2026-W29,ISTANBUL,5,226221,S3,ganyan,5,MAJESTUOSA,15.0,2.0,32.25,kazandi
389,2026-07-17 18:56,2026-07-17,2026-W29,ISTANBUL,5,226221,S4,plase,5,MAJESTUOSA,15.0,2.0,15.0,iptal
390,2026-07-17 18:56,2026-07-17,2026-W29,ISTANBUL,5,226221,S5,ganyan,9,VICTORY XECE,15.0,9.95,0.0,kaybetti
391,2026-07-17 19:55,2026-07-17,2026-W29,ISTANBUL,7,226229,S1,ganyan,6,PRINCE OF DARKNESS,15.0,1.2,0.0,kaybetti
392,2026-07-17 19:55,2026-07-17,2026-W29,ISTANBUL,7,226229,S3,ganyan,3,MASTERPIECE,15.0,1.2,17.25,kazandi
393,2026-07-17 19:55,2026-07-17,2026-W29,ISTANBUL,7,226229,S5,ganyan,1,KING RÜZGAR,15.0,7.5,0.0,kaybetti
394,2026-07-18 14:25,2026-07-18,2026-W29,ANKARA,2,226247,S1,ganyan,2,TAM TIME,15.0,2.65,0.0,kaybetti
395,2026-07-18 14:25,2026-07-18,2026-W29,ANKARA,2,226247,S2,plase,2,TAM TIME,15.0,2.65,15.0,iptal
396,2026-07-18 14:25,2026-07-18,2026-W29,ANKARA,2,226247,S3,ganyan,2,TAM TIME,15.0,2.65,0.0,kaybetti
397,2026-07-18 14:25,2026-07-18,2026-W29,ANKARA,2,226247,S4,plase,2,TAM TIME,15.0,2.65,15.0,iptal
398,2026-07-18 14:25,2026-07-18,2026-W29,ANKARA,2,226247,S5,ganyan,1,TYWIN LANNISTER,15.0,9.7,147.75,kazandi
399,2026-07-18 15:55,2026-07-18,2026-W29,ANKARA,5,226242,S1,ganyan,3,HAROLDCOOPER,15.0,1.5,18.0,kazandi
400,2026-07-18 15:55,2026-07-18,2026-W29,ANKARA,5,226242,S2,plase,3,HAROLDCOOPER,15.0,1.5,15.75,kazandi
401,2026-07-18 15:55,2026-07-18,2026-W29,ANKARA,5,226242,S3,ganyan,3,HAROLDCOOPER,15.0,1.5,18.0,kazandi
402,2026-07-18 15:55,2026-07-18,2026-W29,ANKARA,5,226242,S4,plase,3,HAROLDCOOPER,15.0,1.5,15.75,kazandi
403,2026-07-18 16:32,2026-07-18,2026-W29,ANKARA,6,226245,S1,ganyan,8,MANDRAKE,15.0,1.7,23.25,kazandi
404,2026-07-18 16:32,2026-07-18,2026-W29,ANKARA,6,226245,S2,plase,8,MANDRAKE,15.0,1.7,15.75,kazandi
405,2026-07-18 16:32,2026-07-18,2026-W29,ANKARA,6,226245,S3,ganyan,8,MANDRAKE,15.0,1.7,23.25,kazandi
406,2026-07-18 16:32,2026-07-18,2026-W29,ANKARA,6,226245,S4,plase,8,MANDRAKE,15.0,1.7,15.75,kazandi
407,2026-07-18 16:32,2026-07-18,2026-W29,ANKARA,6,226245,S5,ganyan,1,ALMIGHTY ESPRIT,15.0,5.3,0.0,kaybetti
408,2026-07-18 17:10,2026-07-18,2026-W29,IZMIR,3,226243,S1,ganyan,3,JANN POLL,15.0,2.55,21.0,kazandi
409,2026-07-18 17:10,2026-07-18,2026-W29,IZMIR,3,226243,S3,ganyan,3,JANN POLL,15.0,2.55,21.0,kazandi
410,2026-07-18 17:10,2026-07-18,2026-W29,IZMIR,3,226243,S5,ganyan,4,TAŞDEMİR HAN,15.0,4.3,0.0,kaybetti
411,2026-07-18 17:56,2026-07-18,2026-W29,IZMIR,4,226250,S1,ganyan,2,ASİLİKOM,15.0,3.15,0.0,kaybetti
412,2026-07-18 17:56,2026-07-18,2026-W29,IZMIR,4,226250,S2,plase,2,ASİLİKOM,15.0,3.15,15.0,iptal
413,2026-07-18 17:56,2026-07-18,2026-W29,IZMIR,4,226250,S3,ganyan,2,ASİLİKOM,15.0,3.15,0.0,kaybetti
414,2026-07-18 17:56,2026-07-18,2026-W29,IZMIR,4,226250,S4,plase,2,ASİLİKOM,15.0,3.15,15.0,iptal
415,2026-07-18 17:56,2026-07-18,2026-W29,IZMIR,4,226250,S5,ganyan,6,NURBADEM,15.0,7.65,0.0,kaybetti
416,2026-07-18 18:25,2026-07-18,2026-W29,IZMIR,5,226240,S1,ganyan,6,GOLDEN CITY,15.0,2.15,0.0,kaybetti
417,2026-07-18 18:25,2026-07-18,2026-W29,IZMIR,5,226240,S2,plase,6,GOLDEN CITY,15.0,2.15,15.0,iptal
418,2026-07-18 18:25,2026-07-18,2026-W29,IZMIR,5,226240,S3,ganyan,6,GOLDEN CITY,15.0,2.15,0.0,kaybetti
419,2026-07-18 18:25,2026-07-18,2026-W29,IZMIR,5,226240,S4,plase,6,GOLDEN CITY,15.0,2.15,15.0,iptal
420,2026-07-18 18:25,2026-07-18,2026-W29,IZMIR,5,226240,S5,ganyan,2,KARA BAKLA,15.0,12.65,0.0,kaybetti
421,2026-07-18 19:25,2026-07-18,2026-W29,IZMIR,7,226253,S1,ganyan,6,JAPONCAN,15.0,3.4,0.0,kaybetti
422,2026-07-18 19:25,2026-07-18,2026-W29,IZMIR,7,226253,S2,plase,6,JAPONCAN,15.0,3.4,30.75,kazandi
423,2026-07-18 19:25,2026-07-18,2026-W29,IZMIR,7,226253,S3,ganyan,6,JAPONCAN,15.0,3.4,0.0,kaybetti
424,2026-07-18 19:25,2026-07-18,2026-W29,IZMIR,7,226253,S4,plase,6,JAPONCAN,15.0,3.4,30.75,kazandi
425,2026-07-18 19:25,2026-07-18,2026-W29,IZMIR,7,226253,S5,ganyan,4,WALTZ WITH DREAMS,15.0,8.2,0.0,kaybetti
426,2026-07-18 19:56,2026-07-18,2026-W29,IZMIR,8,226241,S1,ganyan,5,BRAVE ROSE,15.0,2.7,36.75,kazandi
427,2026-07-18 19:56,2026-07-18,2026-W29,IZMIR,8,226241,S2,plase,5,BRAVE ROSE,15.0,2.7,42.0,kazandi
428,2026-07-18 19:56,2026-07-18,2026-W29,IZMIR,8,226241,S3,ganyan,5,BRAVE ROSE,15.0,2.7,36.75,kazandi
429,2026-07-18 19:56,2026-07-18,2026-W29,IZMIR,8,226241,S4,plase,5,BRAVE ROSE,15.0,2.7,42.0,kazandi
430,2026-07-18 19:56,2026-07-18,2026-W29,IZMIR,8,226241,S5,ganyan,9,TACIMAYVALIK,15.0,11.5,0.0,kaybetti
431,2026-07-19 16:30,2026-07-19,2026-W29,ISTANBUL,7,226277,S1,ganyan,2,BRAVE JUMPER,15.0,1.85,0.0,kaybetti
432,2026-07-19 16:30,2026-07-19,2026-W29,ISTANBUL,7,226277,S2,plase,2,BRAVE JUMPER,15.0,1.85,15.0,iptal
433,2026-07-19 16:30,2026-07-19,2026-W29,ISTANBUL,7,226277,S3,ganyan,2,BRAVE JUMPER,15.0,1.85,0.0,kaybetti
434,2026-07-19 16:30,2026-07-19,2026-W29,ISTANBUL,7,226277,S4,plase,2,BRAVE JUMPER,15.0,1.85,15.0,iptal
435,2026-07-19 16:30,2026-07-19,2026-W29,ISTANBUL,7,226277,S5,ganyan,5,PARKER,15.0,16.05,0.0,kaybetti
436,2026-07-19 17:00,2026-07-19,2026-W29,ISTANBUL,8,226274,S1,ganyan,5,STATUE OF LIBERTY,15.0,1.7,0.0,kaybetti
437,2026-07-19 17:00,2026-07-19,2026-W29,ISTANBUL,8,226274,S3,ganyan,5,STATUE OF LIBERTY,15.0,1.7,0.0,kaybetti
438,2026-07-19 17:00,2026-07-19,2026-W29,ISTANBUL,8,226274,S5,ganyan,4,METAL HEART,15.0,15.55,0.0,kaybetti
439,2026-07-19 17:30,2026-07-19,2026-W29,ISTANBUL,9,226272,S1,ganyan,2,KING CEMİL,15.0,2.35,0.0,kaybetti
440,2026-07-19 17:30,2026-07-19,2026-W29,ISTANBUL,9,226272,S3,ganyan,2,KING CEMİL,15.0,2.35,0.0,kaybetti
441,2026-07-19 17:30,2026-07-19,2026-W29,ISTANBUL,9,226272,S5,ganyan,3,MY LITTLE BOY,15.0,3.15,0.0,kaybetti
442,2026-07-19 18:30,2026-07-19,2026-W29,IZMIR,1,226273,S1,ganyan,1,LUNGTA,15.0,1.75,0.0,kaybetti
443,2026-07-19 18:30,2026-07-19,2026-W29,IZMIR,1,226273,S3,ganyan,1,LUNGTA,15.0,1.75,0.0,kaybetti
444,2026-07-19 18:30,2026-07-19,2026-W29,IZMIR,1,226273,S5,ganyan,2,BEAUTY ALYA,15.0,8.85,0.0,kaybetti
445,2026-07-19 19:00,2026-07-19,2026-W29,IZMIR,2,226279,S1,ganyan,2,OCAKOĞLUŞAH,15.0,4.1,0.0,kaybetti
446,2026-07-19 19:00,2026-07-19,2026-W29,IZMIR,2,226279,S2,plase,2,OCAKOĞLUŞAH,15.0,4.1,15.0,iptal
447,2026-07-19 19:00,2026-07-19,2026-W29,IZMIR,2,226279,S3,ganyan,8,LA PUERTA,15.0,3.65,0.0,kaybetti
448,2026-07-20 13:30,2026-07-20,2026-W30,BURSA,1,226286,S1,ganyan,11,PERHAPS,15.0,3.15,42.75,kazandi
449,2026-07-20 13:30,2026-07-20,2026-W30,BURSA,1,226286,S2,plase,11,PERHAPS,15.0,3.15,15.0,iptal
450,2026-07-20 13:30,2026-07-20,2026-W30,BURSA,1,226286,S3,ganyan,11,PERHAPS,15.0,3.15,42.75,kazandi
451,2026-07-20 13:30,2026-07-20,2026-W30,BURSA,1,226286,S4,plase,11,PERHAPS,15.0,3.15,15.0,iptal
452,2026-07-20 13:30,2026-07-20,2026-W30,BURSA,1,226286,S5,ganyan,12,TALVERA,15.0,7.2,0.0,kaybetti
453,2026-07-20 14:00,2026-07-20,2026-W30,BURSA,2,226295,S1,ganyan,3,WADRON,15.0,1.2,0.0,kaybetti
454,2026-07-20 14:00,2026-07-20,2026-W30,BURSA,2,226295,S2,plase,3,WADRON,15.0,1.2,15.75,kazandi
455,2026-07-20 14:00,2026-07-20,2026-W30,BURSA,2,226295,S3,ganyan,3,WADRON,15.0,1.2,0.0,kaybetti
456,2026-07-20 14:00,2026-07-20,2026-W30,BURSA,2,226295,S4,plase,3,WADRON,15.0,1.2,15.75,kazandi
457,2026-07-20 14:00,2026-07-20,2026-W30,BURSA,2,226295,S5,ganyan,1,ORGANIZATION,15.0,6.25,86.25,kazandi
458,2026-07-20 14:30,2026-07-20,2026-W30,BURSA,3,226298,S1,ganyan,8,ACOUSTIC SONG,15.0,1.75,27.75,kazandi
459,2026-07-20 14:30,2026-07-20,2026-W30,BURSA,3,226298,S2,plase,8,ACOUSTIC SONG,15.0,1.75,15.75,kazandi
460,2026-07-20 14:30,2026-07-20,2026-W30,BURSA,3,226298,S3,ganyan,6,SHEVCHENKO,15.0,1.75,0.0,kaybetti
461,2026-07-20 14:30,2026-07-20,2026-W30,BURSA,3,226298,S4,plase,6,SHEVCHENKO,15.0,1.75,0.0,kaybetti
462,2026-07-20 15:30,2026-07-20,2026-W30,BURSA,5,226285,S1,ganyan,4,KIR BUMERANG,15.0,2.85,0.0,kaybetti
463,2026-07-20 15:30,2026-07-20,2026-W30,BURSA,5,226285,S2,plase,4,KIR BUMERANG,15.0,2.85,15.0,iptal
464,2026-07-20 15:30,2026-07-20,2026-W30,BURSA,5,226285,S3,ganyan,4,KIR BUMERANG,15.0,2.85,0.0,kaybetti
465,2026-07-20 15:30,2026-07-20,2026-W30,BURSA,5,226285,S4,plase,4,KIR BUMERANG,15.0,2.85,15.0,iptal
466,2026-07-20 15:30,2026-07-20,2026-W30,BURSA,5,226285,S5,ganyan,5,KRALİÇE NONİKA,15.0,8.45,0.0,kaybetti
467,2026-07-20 16:00,2026-07-20,2026-W30,BURSA,6,226297,S1,ganyan,9,DAY DREAM BOY,15.0,2.65,0.0,kaybetti
468,2026-07-20 16:00,2026-07-20,2026-W30,BURSA,6,226297,S2,plase,9,DAY DREAM BOY,15.0,2.65,24.0,kazandi
469,2026-07-20 16:00,2026-07-20,2026-W30,BURSA,6,226297,S3,ganyan,9,DAY DREAM BOY,15.0,2.65,0.0,kaybetti
470,2026-07-20 16:00,2026-07-20,2026-W30,BURSA,6,226297,S4,plase,9,DAY DREAM BOY,15.0,2.65,24.0,kazandi
471,2026-07-20 17:30,2026-07-20,2026-W30,BURSA,9,226299,S1,ganyan,6,ERİKDALI,15.0,4.7,0.0,kaybetti
472,2026-07-20 17:30,2026-07-20,2026-W30,BURSA,9,226299,S2,plase,6,ERİKDALI,15.0,4.7,0.0,kaybetti
473,2026-07-20 17:30,2026-07-20,2026-W30,BURSA,9,226299,S3,ganyan,6,ERİKDALI,15.0,4.7,0.0,kaybetti
474,2026-07-20 17:30,2026-07-20,2026-W30,BURSA,9,226299,S4,plase,6,ERİKDALI,15.0,4.7,0.0,kaybetti
475,2026-07-20 17:30,2026-07-20,2026-W30,BURSA,9,226299,S5,ganyan,4,ZUATANEYO,15.0,11.0,0.0,kaybetti
476,2026-07-21 14:30,2026-07-21,2026-W30,ANKARA,2,226305,S1,ganyan,1,BEAUTIFUL LIGHT,15.0,1.05,16.5,kazandi
477,2026-07-21 14:30,2026-07-21,2026-W30,ANKARA,2,226305,S3,ganyan,1,BEAUTIFUL LIGHT,15.0,1.05,16.5,kazandi
478,2026-07-21 14:30,2026-07-21,2026-W30,ANKARA,2,226305,S5,ganyan,4,YELLOW LION,15.0,6.55,0.0,kaybetti
479,2026-07-22 14:30,2026-07-22,2026-W30,ISTANBUL,1,226331,S1,ganyan,6,LA COPA,15.0,3.05,0.0,kaybetti
480,2026-07-22 14:30,2026-07-22,2026-W30,ISTANBUL,1,226331,S2,plase,6,LA COPA,15.0,3.05,15.0,iptal
481,2026-07-22 14:30,2026-07-22,2026-W30,ISTANBUL,1,226331,S3,ganyan,6,LA COPA,15.0,3.05,0.0,kaybetti
482,2026-07-22 14:30,2026-07-22,2026-W30,ISTANBUL,1,226331,S4,plase,6,LA COPA,15.0,3.05,15.0,iptal
483,2026-07-22 14:30,2026-07-22,2026-W30,ISTANBUL,1,226331,S5,ganyan,11,EL REY ESCORPİON,15.0,10.1,0.0,kaybetti
484,2026-07-22 16:00,2026-07-22,2026-W30,ISTANBUL,4,226333,S1,ganyan,1,MİR EMRE,15.0,1.95,31.5,kazandi
485,2026-07-22 16:00,2026-07-22,2026-W30,ISTANBUL,4,226333,S2,plase,1,MİR EMRE,15.0,1.95,17.25,kazandi
486,2026-07-22 16:00,2026-07-22,2026-W30,ISTANBUL,4,226333,S3,ganyan,1,MİR EMRE,15.0,1.95,31.5,kazandi
487,2026-07-22 16:00,2026-07-22,2026-W30,ISTANBUL,4,226333,S4,plase,1,MİR EMRE,15.0,1.95,17.25,kazandi
488,2026-07-22 16:00,2026-07-22,2026-W30,ISTANBUL,4,226333,S5,ganyan,4,SIRIUS VEGA,15.0,9.15,0.0,kaybetti
489,2026-07-22 17:00,2026-07-22,2026-W30,ISTANBUL,6,226330,S1,ganyan,6,NEURO MATH,15.0,1.85,0.0,kaybetti
490,2026-07-22 17:00,2026-07-22,2026-W30,ISTANBUL,6,226330,S2,plase,6,NEURO MATH,15.0,1.85,0.0,kaybetti
491,2026-07-22 17:00,2026-07-22,2026-W30,ISTANBUL,6,226330,S3,ganyan,6,NEURO MATH,15.0,1.85,0.0,kaybetti
492,2026-07-22 17:00,2026-07-22,2026-W30,ISTANBUL,6,226330,S4,plase,6,NEURO MATH,15.0,1.85,0.0,kaybetti
493,2026-07-22 17:00,2026-07-22,2026-W30,ISTANBUL,6,226330,S5,ganyan,8,STAR RUNNER,15.0,5.05,59.25,kazandi
494,2026-07-22 17:30,2026-07-22,2026-W30,ISTANBUL,7,226326,S1,ganyan,2,WHITEWALKERS,15.0,1.75,25.5,kazandi
495,2026-07-22 17:30,2026-07-22,2026-W30,ISTANBUL,7,226326,S2,plase,2,WHITEWALKERS,15.0,1.75,25.5,kazandi
496,2026-07-22 17:30,2026-07-22,2026-W30,ISTANBUL,7,226326,S3,ganyan,2,WHITEWALKERS,15.0,1.75,25.5,kazandi
497,2026-07-22 17:30,2026-07-22,2026-W30,ISTANBUL,7,226326,S4,plase,2,WHITEWALKERS,15.0,1.75,25.5,kazandi
498,2026-07-22 17:30,2026-07-22,2026-W30,ISTANBUL,7,226326,S5,ganyan,6,KRAL ALİÇO,15.0,23.6,0.0,kaybetti
499,2026-07-23 15:00,2026-07-23,2026-W30,ANKARA,2,226341,S1,ganyan,4,ANSHBA SKY,15.0,2.8,0.0,kaybetti
500,2026-07-23 15:00,2026-07-23,2026-W30,ANKARA,2,226341,S3,ganyan,3,YURIBOYKA,15.0,2.75,31.5,kazandi
501,2026-07-23 15:00,2026-07-23,2026-W30,ANKARA,2,226341,S5,ganyan,2,MEYDAN OKU,15.0,3.8,0.0,kaybetti
502,2026-07-23 15:30,2026-07-23,2026-W30,ANKARA,3,226344,S1,ganyan,4,WOLF BROTHERS,15.0,1.95,0.0,kaybetti
503,2026-07-23 15:30,2026-07-23,2026-W30,ANKARA,3,226344,S2,plase,4,WOLF BROTHERS,15.0,1.95,15.0,iptal
504,2026-07-23 15:30,2026-07-23,2026-W30,ANKARA,3,226344,S3,ganyan,4,WOLF BROTHERS,15.0,1.95,0.0,kaybetti
505,2026-07-23 15:30,2026-07-23,2026-W30,ANKARA,3,226344,S4,plase,4,WOLF BROTHERS,15.0,1.95,15.0,iptal
506,2026-07-23 15:30,2026-07-23,2026-W30,ANKARA,3,226344,S5,ganyan,1,TAKEOVER,15.0,9.5,131.25,kazandi
507,2026-07-23 16:30,2026-07-23,2026-W30,ANKARA,5,226343,S1,ganyan,2,PRENSES BELBUS,15.0,2.35,0.0,kaybetti
508,2026-07-23 16:30,2026-07-23,2026-W30,ANKARA,5,226343,S2,plase,2,PRENSES BELBUS,15.0,2.35,15.0,iptal
509,2026-07-23 16:30,2026-07-23,2026-W30,ANKARA,5,226343,S3,ganyan,2,PRENSES BELBUS,15.0,2.35,0.0,kaybetti
510,2026-07-23 16:30,2026-07-23,2026-W30,ANKARA,5,226343,S4,plase,2,PRENSES BELBUS,15.0,2.35,15.0,iptal
511,2026-07-23 16:30,2026-07-23,2026-W30,ANKARA,5,226343,S5,ganyan,7,FEMALE WARRIOR,15.0,7.4,79.5,kazandi
512,2026-07-23 17:00,2026-07-23,2026-W30,ANKARA,6,226342,S1,ganyan,2,HIDDEN ISLAND,15.0,1.55,0.0,kaybetti
513,2026-07-23 17:00,2026-07-23,2026-W30,ANKARA,6,226342,S3,ganyan,2,HIDDEN ISLAND,15.0,1.55,0.0,kaybetti
514,2026-07-23 17:00,2026-07-23,2026-W30,ANKARA,6,226342,S5,ganyan,1,AL YELE,15.0,4.3,78.0,kazandi
515,2026-07-23 17:30,2026-07-23,2026-W30,ANKARA,7,226345,S1,ganyan,2,GOLDEN PROMISE,15.0,1.05,16.5,kazandi
516,2026-07-23 17:30,2026-07-23,2026-W30,ANKARA,7,226345,S2,plase,2,GOLDEN PROMISE,15.0,1.05,15.0,iptal
517,2026-07-23 17:30,2026-07-23,2026-W30,ANKARA,7,226345,S3,ganyan,2,GOLDEN PROMISE,15.0,1.05,16.5,kazandi
518,2026-07-23 17:30,2026-07-23,2026-W30,ANKARA,7,226345,S4,plase,2,GOLDEN PROMISE,15.0,1.05,15.0,iptal
519,2026-07-23 17:30,2026-07-23,2026-W30,ANKARA,7,226345,S5,ganyan,6,THRACE FEVER,15.0,20.9,0.0,kaybetti
520,2026-07-23 19:00,2026-07-23,2026-W30,KOCAELI,3,226355,S1,ganyan,4,LALOCURA,15.0,1.9,0.0,kaybetti
521,2026-07-23 19:00,2026-07-23,2026-W30,KOCAELI,3,226355,S2,plase,4,LALOCURA,15.0,1.9,15.0,iptal
522,2026-07-23 19:00,2026-07-23,2026-W30,KOCAELI,3,226355,S3,ganyan,4,LALOCURA,15.0,1.9,0.0,kaybetti
523,2026-07-23 19:00,2026-07-23,2026-W30,KOCAELI,3,226355,S4,plase,4,LALOCURA,15.0,1.9,15.0,iptal
524,2026-07-23 19:00,2026-07-23,2026-W30,KOCAELI,3,226355,S5,ganyan,6,KINOWA GIRL,15.0,25.35,0.0,kaybetti
525,2026-07-23 19:30,2026-07-23,2026-W30,KOCAELI,4,226351,S1,ganyan,9,REDATIVE,15.0,1.1,22.5,kazandi
526,2026-07-23 19:30,2026-07-23,2026-W30,KOCAELI,4,226351,S2,plase,9,REDATIVE,15.0,1.1,19.5,kazandi
527,2026-07-23 19:30,2026-07-23,2026-W30,KOCAELI,4,226351,S3,ganyan,9,REDATIVE,15.0,1.1,22.5,kazandi
528,2026-07-23 19:30,2026-07-23,2026-W30,KOCAELI,4,226351,S4,plase,9,REDATIVE,15.0,1.1,19.5,kazandi
529,2026-07-23 19:30,2026-07-23,2026-W30,KOCAELI,4,226351,S5,ganyan,6,LAST LEVEL,15.0,9.8,0.0,kaybetti
530,2026-07-23 20:00,2026-07-23,2026-W30,KOCAELI,5,226346,S1,ganyan,3,MY DREAM SERAP,15.0,3.2,63.75,kazandi
531,2026-07-23 20:00,2026-07-23,2026-W30,KOCAELI,5,226346,S2,plase,3,MY DREAM SERAP,15.0,3.2,33.75,kazandi
532,2026-07-23 20:00,2026-07-23,2026-W30,KOCAELI,5,226346,S3,ganyan,3,MY DREAM SERAP,15.0,3.2,63.75,kazandi
533,2026-07-23 20:00,2026-07-23,2026-W30,KOCAELI,5,226346,S4,plase,3,MY DREAM SERAP,15.0,3.2,33.75,kazandi
534,2026-07-23 20:00,2026-07-23,2026-W30,KOCAELI,5,226346,S5,ganyan,11,ZEY ZEY,15.0,7.8,0.0,kaybetti
535,2026-07-23 21:00,2026-07-23,2026-W30,KOCAELI,7,226347,S1,ganyan,2,LOVİBOND,15.0,1.95,29.25,kazandi
536,2026-07-23 21:00,2026-07-23,2026-W30,KOCAELI,7,226347,S2,plase,2,LOVİBOND,15.0,1.95,15.75,kazandi
537,2026-07-23 21:00,2026-07-23,2026-W30,KOCAELI,7,226347,S3,ganyan,2,LOVİBOND,15.0,1.95,29.25,kazandi
538,2026-07-23 21:00,2026-07-23,2026-W30,KOCAELI,7,226347,S4,plase,2,LOVİBOND,15.0,1.95,15.75,kazandi
539,2026-07-23 21:00,2026-07-23,2026-W30,KOCAELI,7,226347,S5,ganyan,7,SUPER CHIRON,15.0,29.8,0.0,kaybetti
540,2026-07-24 13:00,2026-07-24,2026-W30,BURSA,1,226368,S1,ganyan,5,HARP,15.0,1.25,0.0,kaybetti
541,2026-07-24 13:00,2026-07-24,2026-W30,BURSA,1,226368,S2,plase,5,HARP,15.0,1.25,15.0,iptal
542,2026-07-24 13:00,2026-07-24,2026-W30,BURSA,1,226368,S3,ganyan,5,HARP,15.0,1.25,0.0,kaybetti
543,2026-07-24 13:00,2026-07-24,2026-W30,BURSA,1,226368,S4,plase,5,HARP,15.0,1.25,15.0,iptal
544,2026-07-24 13:00,2026-07-24,2026-W30,BURSA,1,226368,S5,ganyan,8,QUEEN TUANA,15.0,16.6,0.0,kaybetti
545,2026-07-24 14:00,2026-07-24,2026-W30,BURSA,3,226373,S1,ganyan,1,ALİN ECE,15.0,2.45,0.0,kaybetti
546,2026-07-24 14:00,2026-07-24,2026-W30,BURSA,3,226373,S2,plase,1,ALİN ECE,15.0,2.45,24.0,kazandi
547,2026-07-24 14:00,2026-07-24,2026-W30,BURSA,3,226373,S3,ganyan,1,ALİN ECE,15.0,2.45,0.0,kaybetti
548,2026-07-24 14:00,2026-07-24,2026-W30,BURSA,3,226373,S4,plase,1,ALİN ECE,15.0,2.45,24.0,kazandi
549,2026-07-24 16:00,2026-07-24,2026-W30,BURSA,7,226367,S1,ganyan,2,BORN TO RUN,15.0,1.7,0.0,kaybetti
550,2026-07-24 16:00,2026-07-24,2026-W30,BURSA,7,226367,S2,plase,2,BORN TO RUN,15.0,1.7,18.0,kazandi
551,2026-07-24 16:00,2026-07-24,2026-W30,BURSA,7,226367,S3,ganyan,2,BORN TO RUN,15.0,1.7,0.0,kaybetti
552,2026-07-24 16:00,2026-07-24,2026-W30,BURSA,7,226367,S4,plase,2,BORN TO RUN,15.0,1.7,18.0,kazandi
553,2026-07-24 16:00,2026-07-24,2026-W30,BURSA,7,226367,S5,ganyan,6,FATHER MEHMET,15.0,9.7,0.0,kaybetti
554,2026-07-24 16:30,2026-07-24,2026-W30,BURSA,8,226370,S1,ganyan,1,MANIAC,15.0,1.75,0.0,kaybetti
555,2026-07-24 16:30,2026-07-24,2026-W30,BURSA,8,226370,S3,ganyan,1,MANIAC,15.0,1.75,0.0,kaybetti
556,2026-07-24 16:30,2026-07-24,2026-W30,BURSA,8,226370,S5,ganyan,2,SUGAR STORM,15.0,7.1,0.0,kaybetti
557,2026-07-24 16:45,2026-07-24,2026-W30,ISTANBUL,1,226359,S1,ganyan,6,THIEF IN MARRAKESH,15.0,2.35,0.0,kaybetti
558,2026-07-24 16:45,2026-07-24,2026-W30,ISTANBUL,1,226359,S2,plase,6,THIEF IN MARRAKESH,15.0,2.35,15.0,iptal
559,2026-07-24 16:45,2026-07-24,2026-W30,ISTANBUL,1,226359,S3,ganyan,6,THIEF IN MARRAKESH,15.0,2.35,0.0,kaybetti
560,2026-07-24 16:45,2026-07-24,2026-W30,ISTANBUL,1,226359,S4,plase,6,THIEF IN MARRAKESH,15.0,2.35,15.0,iptal
561,2026-07-24 16:45,2026-07-24,2026-W30,ISTANBUL,1,226359,S5,ganyan,1,DEEP OF ANCESTOR,15.0,4.0,0.0,kaybetti
562,2026-07-24 18:00,2026-07-24,2026-W30,BURSA,11,226374,S1,ganyan,3,RECUERDAME,15.0,3.7,0.0,kaybetti
563,2026-07-24 18:00,2026-07-24,2026-W30,BURSA,11,226374,S2,plase,3,RECUERDAME,15.0,3.7,0.0,kaybetti
564,2026-07-24 18:00,2026-07-24,2026-W30,BURSA,11,226374,S3,ganyan,3,RECUERDAME,15.0,3.7,0.0,kaybetti
565,2026-07-24 18:00,2026-07-24,2026-W30,BURSA,11,226374,S4,plase,3,RECUERDAME,15.0,3.7,0.0,kaybetti
566,2026-07-24 18:00,2026-07-24,2026-W30,BURSA,11,226374,S5,ganyan,8,MAJOR QUEEN,15.0,5.3,68.25,kazandi
567,2026-07-24 18:30,2026-07-24,2026-W30,ISTANBUL,4,226363,S1,ganyan,4,SHIMMER,15.0,1.15,18.75,kazandi
568,2026-07-24 18:30,2026-07-24,2026-W30,ISTANBUL,4,226363,S3,ganyan,2,INNERBLOOM,15.0,1.15,0.0,kaybetti
